date,region,store,category,promo,units
2024-09-23,Capital,Dasman,Bakery,0,82
2024-09-30,Capital,Dasman,Bakery,0,85
2024-10-07,Capital,Dasman,Bakery,0,84
2024-10-14,Capital,Dasman,Bakery,0,89
2024-10-21,Capital,Dasman,Bakery,0,90
2024-10-28,Capital,Dasman,Bakery,0,88
2024-11-04,Capital,Dasman,Bakery,0,97
2024-11-11,Capital,Dasman,Bakery,1,135
2024-11-18,Capital,Dasman,Bakery,0,88
2024-11-25,Capital,Dasman,Bakery,1,119
2024-12-02,Capital,Dasman,Bakery,0,93
2024-12-09,Capital,Dasman,Bakery,0,96
2024-12-16,Capital,Dasman,Bakery,0,99
2024-12-23,Capital,Dasman,Bakery,0,109
2024-12-30,Capital,Dasman,Bakery,0,119
2025-01-06,Capital,Dasman,Bakery,0,107
2025-01-13,Capital,Dasman,Bakery,0,122
2025-01-20,Capital,Dasman,Bakery,1,151
2025-01-27,Capital,Dasman,Bakery,0,152
2025-02-03,Capital,Dasman,Bakery,0,129
2025-02-10,Capital,Dasman,Bakery,1,178
2025-02-17,Capital,Dasman,Bakery,1,156
2025-02-24,Capital,Dasman,Bakery,0,123
2025-03-03,Capital,Dasman,Bakery,1,179
2025-03-10,Capital,Dasman,Bakery,0,185
2025-03-17,Capital,Dasman,Bakery,0,199
2025-03-24,Capital,Dasman,Bakery,0,222
2025-03-31,Capital,Dasman,Bakery,1,245
2025-04-07,Capital,Dasman,Bakery,0,129
2025-04-14,Capital,Dasman,Bakery,1,183
2025-04-21,Capital,Dasman,Bakery,0,135
2025-04-28,Capital,Dasman,Bakery,0,145
2025-05-05,Capital,Dasman,Bakery,0,134
2025-05-12,Capital,Dasman,Bakery,1,158
2025-05-19,Capital,Dasman,Bakery,1,139
2025-05-26,Capital,Dasman,Bakery,0,134
2025-06-02,Capital,Dasman,Bakery,0,120
2025-06-09,Capital,Dasman,Bakery,0,126
2025-06-16,Capital,Dasman,Bakery,0,103
2025-06-23,Capital,Dasman,Bakery,0,111
2025-06-30,Capital,Dasman,Bakery,0,120
2025-07-07,Capital,Dasman,Bakery,0,124
2025-07-14,Capital,Dasman,Bakery,0,121
2025-07-21,Capital,Dasman,Bakery,0,120
2025-07-28,Capital,Dasman,Bakery,0,105
2025-08-04,Capital,Dasman,Bakery,0,112
2025-08-11,Capital,Dasman,Bakery,0,104
2025-08-18,Capital,Dasman,Bakery,0,96
2025-08-25,Capital,Dasman,Bakery,0,93
2025-09-01,Capital,Dasman,Bakery,0,89
2025-09-08,Capital,Dasman,Bakery,1,134
2025-09-15,Capital,Dasman,Bakery,0,94
2025-09-22,Capital,Dasman,Bakery,0,87
2025-09-29,Capital,Dasman,Bakery,0,92
2025-10-06,Capital,Dasman,Bakery,1,142
2025-10-13,Capital,Dasman,Bakery,0,82
2025-10-20,Capital,Dasman,Bakery,0,84
2025-10-27,Capital,Dasman,Bakery,1,142
2025-11-03,Capital,Dasman,Bakery,0,86
2025-11-10,Capital,Dasman,Bakery,0,114
2025-11-17,Capital,Dasman,Bakery,0,98
2025-11-24,Capital,Dasman,Bakery,0,110
2025-12-01,Capital,Dasman,Bakery,0,122
2025-12-08,Capital,Dasman,Bakery,0,125
2025-12-15,Capital,Dasman,Bakery,1,161
2025-12-22,Capital,Dasman,Bakery,0,119
2024-01-01,Capital,Dasman,Beverages,0,162
2024-01-08,Capital,Dasman,Beverages,0,167
2024-01-15,Capital,Dasman,Beverages,0,200
2024-01-22,Capital,Dasman,Beverages,0,186
2024-01-29,Capital,Dasman,Beverages,0,204
2024-02-05,Capital,Dasman,Beverages,0,149
2024-02-12,Capital,Dasman,Beverages,0,187
2024-02-19,Capital,Dasman,Beverages,0,202
2024-02-26,Capital,Dasman,Beverages,0,193
2024-03-04,Capital,Dasman,Beverages,0,242
2024-03-11,Capital,Dasman,Beverages,0,266
2024-03-18,Capital,Dasman,Beverages,0,314
2024-03-25,Capital,Dasman,Beverages,0,326
2024-04-01,Capital,Dasman,Beverages,0,280
2024-04-08,Capital,Dasman,Beverages,1,293
2024-04-15,Capital,Dasman,Beverages,0,216
2024-04-22,Capital,Dasman,Beverages,0,262
2024-04-29,Capital,Dasman,Beverages,0,234
2024-05-06,Capital,Dasman,Beverages,0,204
2024-05-13,Capital,Dasman,Beverages,0,220
2024-05-20,Capital,Dasman,Beverages,1,268
2024-05-27,Capital,Dasman,Beverages,0,188
2024-06-03,Capital,Dasman,Beverages,0,204
2024-06-10,Capital,Dasman,Beverages,1,256
2024-06-17,Capital,Dasman,Beverages,0,211
2024-06-24,Capital,Dasman,Beverages,0,157
2024-07-01,Capital,Dasman,Beverages,0,154
2024-07-08,Capital,Dasman,Beverages,0,160
2024-07-15,Capital,Dasman,Beverages,1,231
2024-07-22,Capital,Dasman,Beverages,0,179
2024-07-29,Capital,Dasman,Beverages,0,158
2024-08-05,Capital,Dasman,Beverages,0,159
2024-08-12,Capital,Dasman,Beverages,0,153
2024-08-19,Capital,Dasman,Beverages,0,127
2024-08-26,Capital,Dasman,Beverages,0,136
2024-09-02,Capital,Dasman,Beverages,0,156
2024-09-09,Capital,Dasman,Beverages,0,154
2024-09-16,Capital,Dasman,Beverages,0,157
2024-09-23,Capital,Dasman,Beverages,0,150
2024-09-30,Capital,Dasman,Beverages,1,142
2024-10-07,Capital,Dasman,Beverages,0,145
2024-10-14,Capital,Dasman,Beverages,1,192
2024-10-21,Capital,Dasman,Beverages,0,127
2024-10-28,Capital,Dasman,Beverages,1,223
2024-11-04,Capital,Dasman,Beverages,1,192
2024-11-11,Capital,Dasman,Beverages,1,216
2024-11-18,Capital,Dasman,Beverages,0,168
2024-11-25,Capital,Dasman,Beverages,0,170
2024-12-02,Capital,Dasman,Beverages,0,186
2024-12-09,Capital,Dasman,Beverages,0,168
2024-12-16,Capital,Dasman,Beverages,1,247
2024-12-23,Capital,Dasman,Beverages,0,188
2024-12-30,Capital,Dasman,Beverages,0,165
2025-01-06,Capital,Dasman,Beverages,1,234
2025-01-13,Capital,Dasman,Beverages,0,175
2025-01-20,Capital,Dasman,Beverages,0,169
2025-01-27,Capital,Dasman,Beverages,0,177
2025-02-03,Capital,Dasman,Beverages,0,220
2025-02-10,Capital,Dasman,Beverages,0,187
2025-02-17,Capital,Dasman,Beverages,0,239
2025-02-24,Capital,Dasman,Beverages,0,218
2025-03-03,Capital,Dasman,Beverages,0,220
2025-03-10,Capital,Dasman,Beverages,0,294
2025-03-17,Capital,Dasman,Beverages,0,345
2025-03-24,Capital,Dasman,Beverages,0,308
2025-03-31,Capital,Dasman,Beverages,0,357
2025-04-07,Capital,Dasman,Beverages,0,247
2025-04-14,Capital,Dasman,Beverages,0,196
2025-04-21,Capital,Dasman,Beverages,0,241
2025-04-28,Capital,Dasman,Beverages,0,186
2025-05-05,Capital,Dasman,Beverages,0,244
2025-05-12,Capital,Dasman,Beverages,0,181
2025-05-19,Capital,Dasman,Beverages,0,200
2025-05-26,Capital,Dasman,Beverages,0,243
2025-06-02,Capital,Dasman,Beverages,0,218
2025-06-09,Capital,Dasman,Beverages,0,222
2025-06-16,Capital,Dasman,Beverages,1,207
2025-06-23,Capital,Dasman,Beverages,0,214
2025-06-30,Capital,Dasman,Beverages,0,180
2025-07-07,Capital,Dasman,Beverages,0,219
2025-07-14,Capital,Dasman,Beverages,0,186
2025-07-21,Capital,Dasman,Beverages,1,233
2025-07-28,Capital,Dasman,Beverages,0,150
2025-08-04,Capital,Dasman,Beverages,0,158
2025-08-11,Capital,Dasman,Beverages,0,168
2025-08-18,Capital,Dasman,Beverages,0,186
2025-08-25,Capital,Dasman,Beverages,0,181
2025-09-01,Capital,Dasman,Beverages,0,156
2025-09-08,Capital,Dasman,Beverages,0,141
2025-09-15,Capital,Dasman,Beverages,0,139
2025-09-22,Capital,Dasman,Beverages,1,234
2025-09-29,Capital,Dasman,Beverages,0,160
2025-10-06,Capital,Dasman,Beverages,0,141
2025-10-13,Capital,Dasman,Beverages,1,234
2025-10-20,Capital,Dasman,Beverages,0,168
2025-10-27,Capital,Dasman,Beverages,0,174
2025-11-03,Capital,Dasman,Beverages,1,232
2025-11-10,Capital,Dasman,Beverages,1,227
2025-11-17,Capital,Dasman,Beverages,0,165
2025-11-24,Capital,Dasman,Beverages,0,151
2025-12-01,Capital,Dasman,Beverages,0,160
2025-12-08,Capital,Dasman,Beverages,1,224
2025-12-15,Capital,Dasman,Beverages,0,202
2025-12-22,Capital,Dasman,Beverages,0,186
2024-01-01,Capital,Dasman,Snacks,0,84
2024-01-08,Capital,Dasman,Snacks,0,87
2024-01-15,Capital,Dasman,Snacks,1,122
2024-01-22,Capital,Dasman,Snacks,0,96
2024-01-29,Capital,Dasman,Snacks,0,65
2024-02-05,Capital,Dasman,Snacks,0,102
2024-02-12,Capital,Dasman,Snacks,0,92
2024-02-19,Capital,Dasman,Snacks,0,93
2024-02-26,Capital,Dasman,Snacks,0,88
2024-03-04,Capital,Dasman,Snacks,0,97
2024-03-11,Capital,Dasman,Snacks,1,183
2024-03-18,Capital,Dasman,Snacks,0,132
2024-03-25,Capital,Dasman,Snacks,0,117
2024-04-01,Capital,Dasman,Snacks,1,207
2024-04-08,Capital,Dasman,Snacks,0,103
2024-04-15,Capital,Dasman,Snacks,0,89
2024-04-22,Capital,Dasman,Snacks,0,93
2024-04-29,Capital,Dasman,Snacks,0,104
2024-05-06,Capital,Dasman,Snacks,0,91
2024-05-13,Capital,Dasman,Snacks,0,97
2024-05-20,Capital,Dasman,Snacks,0,102
2024-05-27,Capital,Dasman,Snacks,0,99
2024-06-03,Capital,Dasman,Snacks,1,116
2024-06-10,Capital,Dasman,Snacks,0,81
2024-06-17,Capital,Dasman,Snacks,0,84
2024-06-24,Capital,Dasman,Snacks,0,90
2024-07-01,Capital,Dasman,Snacks,0,81
2024-07-08,Capital,Dasman,Snacks,0,93
2024-07-15,Capital,Dasman,Snacks,0,91
2024-07-22,Capital,Dasman,Snacks,0,87
2024-07-29,Capital,Dasman,Snacks,0,80
2024-08-05,Capital,Dasman,Snacks,0,65
2024-08-12,Capital,Dasman,Snacks,0,82
2024-08-19,Capital,Dasman,Snacks,0,75
2024-08-26,Capital,Dasman,Snacks,0,65
2024-09-02,Capital,Dasman,Snacks,1,81
2024-09-09,Capital,Dasman,Snacks,0,63
2024-09-16,Capital,Dasman,Snacks,0,67
2024-09-23,Capital,Dasman,Snacks,0,58
2024-09-30,Capital,Dasman,Snacks,0,73
2024-10-07,Capital,Dasman,Snacks,0,64
2024-10-14,Capital,Dasman,Snacks,0,70
2024-10-21,Capital,Dasman,Snacks,0,57
2024-10-28,Capital,Dasman,Snacks,0,88
2024-11-04,Capital,Dasman,Snacks,0,77
2024-11-11,Capital,Dasman,Snacks,0,71
2024-11-18,Capital,Dasman,Snacks,0,66
2024-11-25,Capital,Dasman,Snacks,0,86
2024-12-02,Capital,Dasman,Snacks,1,97
2024-12-09,Capital,Dasman,Snacks,0,77
2024-12-16,Capital,Dasman,Snacks,0,75
2024-12-23,Capital,Dasman,Snacks,0,75
2024-12-30,Capital,Dasman,Snacks,0,86
2025-01-06,Capital,Dasman,Snacks,0,90
2025-01-13,Capital,Dasman,Snacks,0,88
2025-01-20,Capital,Dasman,Snacks,1,110
2025-01-27,Capital,Dasman,Snacks,0,110
2025-02-03,Capital,Dasman,Snacks,1,147
2025-02-10,Capital,Dasman,Snacks,0,93
2025-02-17,Capital,Dasman,Snacks,0,115
2025-02-24,Capital,Dasman,Snacks,0,105
2025-03-03,Capital,Dasman,Snacks,0,105
2025-03-10,Capital,Dasman,Snacks,1,238
2025-03-17,Capital,Dasman,Snacks,0,183
2025-03-24,Capital,Dasman,Snacks,1,196
2025-03-31,Capital,Dasman,Snacks,0,168
2025-04-07,Capital,Dasman,Snacks,0,102
2025-04-14,Capital,Dasman,Snacks,0,92
2025-04-21,Capital,Dasman,Snacks,0,116
2025-04-28,Capital,Dasman,Snacks,0,111
2025-05-05,Capital,Dasman,Snacks,0,113
2025-05-12,Capital,Dasman,Snacks,0,126
2025-05-19,Capital,Dasman,Snacks,0,100
2025-05-26,Capital,Dasman,Snacks,0,106
2025-06-02,Capital,Dasman,Snacks,0,101
2025-06-09,Capital,Dasman,Snacks,0,80
2025-06-16,Capital,Dasman,Snacks,0,94
2025-06-23,Capital,Dasman,Snacks,0,80
2025-06-30,Capital,Dasman,Snacks,0,91
2025-07-07,Capital,Dasman,Snacks,0,80
2025-07-14,Capital,Dasman,Snacks,1,101
2025-07-21,Capital,Dasman,Snacks,0,95
2025-07-28,Capital,Dasman,Snacks,1,103
2025-08-04,Capital,Dasman,Snacks,0,78
2025-08-11,Capital,Dasman,Snacks,0,81
2025-08-18,Capital,Dasman,Snacks,0,62
2025-08-25,Capital,Dasman,Snacks,0,69
2025-09-01,Capital,Dasman,Snacks,1,90
2025-09-08,Capital,Dasman,Snacks,0,76
2025-09-15,Capital,Dasman,Snacks,0,74
2025-09-22,Capital,Dasman,Snacks,0,68
2025-09-29,Capital,Dasman,Snacks,0,84
2025-10-06,Capital,Dasman,Snacks,0,69
2025-10-13,Capital,Dasman,Snacks,1,88
2025-10-20,Capital,Dasman,Snacks,0,77
2025-10-27,Capital,Dasman,Snacks,0,70
2025-11-03,Capital,Dasman,Snacks,0,86
2025-11-10,Capital,Dasman,Snacks,1,105
2025-11-17,Capital,Dasman,Snacks,0,75
2025-11-24,Capital,Dasman,Snacks,0,100
2025-12-01,Capital,Dasman,Snacks,1,106
2025-12-08,Capital,Dasman,Snacks,0,87
2025-12-15,Capital,Dasman,Snacks,0,92
2025-12-22,Capital,Dasman,Snacks,0,95
2024-01-01,Hawalli,Salmiya,Dairy,0,150
2024-01-08,Hawalli,Salmiya,Dairy,0,145
2024-01-15,Hawalli,Salmiya,Dairy,0,147
2024-01-22,Hawalli,Salmiya,Dairy,0,167
2024-01-29,Hawalli,Salmiya,Dairy,1,198
2024-02-05,Hawalli,Salmiya,Dairy,0,159
2024-02-12,Hawalli,Salmiya,Dairy,0,146
2024-02-19,Hawalli,Salmiya,Dairy,0,173
2024-02-26,Hawalli,Salmiya,Dairy,0,165
2024-03-04,Hawalli,Salmiya,Dairy,0,160
2024-03-11,Hawalli,Salmiya,Dairy,0,281
2024-03-18,Hawalli,Salmiya,Dairy,0,292
2024-03-25,Hawalli,Salmiya,Dairy,0,248
2024-04-01,Hawalli,Salmiya,Dairy,0,225
2024-04-08,Hawalli,Salmiya,Dairy,0,158
2024-04-15,Hawalli,Salmiya,Dairy,0,173
2024-04-22,Hawalli,Salmiya,Dairy,0,179
2024-04-29,Hawalli,Salmiya,Dairy,0,184
2024-05-06,Hawalli,Salmiya,Dairy,1,214
2024-05-13,Hawalli,Salmiya,Dairy,0,155
2024-05-20,Hawalli,Salmiya,Dairy,0,155
2024-05-27,Hawalli,Salmiya,Dairy,0,176
2024-06-03,Hawalli,Salmiya,Dairy,0,150
2024-06-10,Hawalli,Salmiya,Dairy,0,148
2024-06-17,Hawalli,Salmiya,Dairy,0,129
2024-06-24,Hawalli,Salmiya,Dairy,0,147
2024-07-01,Hawalli,Salmiya,Dairy,0,155
2024-07-08,Hawalli,Salmiya,Dairy,0,151
2024-07-15,Hawalli,Salmiya,Dairy,0,145
2024-07-22,Hawalli,Salmiya,Dairy,0,155
2024-07-29,Hawalli,Salmiya,Dairy,0,154
2024-08-05,Hawalli,Salmiya,Dairy,0,134
2024-08-12,Hawalli,Salmiya,Dairy,0,127
2024-08-19,Hawalli,Salmiya,Dairy,0,113
2024-08-26,Hawalli,Salmiya,Dairy,1,168
2024-09-02,Hawalli,Salmiya,Dairy,1,129
2024-09-09,Hawalli,Salmiya,Dairy,1,168
2024-09-16,Hawalli,Salmiya,Dairy,0,122
2024-09-23,Hawalli,Salmiya,Dairy,0,128
2024-09-30,Hawalli,Salmiya,Dairy,0,130
2024-10-07,Hawalli,Salmiya,Dairy,0,129
2024-10-14,Hawalli,Salmiya,Dairy,0,131
2024-10-21,Hawalli,Salmiya,Dairy,0,117
2024-10-28,Hawalli,Salmiya,Dairy,0,116
2024-11-04,Hawalli,Salmiya,Dairy,0,125
2024-11-11,Hawalli,Salmiya,Dairy,0,145
2024-11-18,Hawalli,Salmiya,Dairy,0,125
2024-11-25,Hawalli,Salmiya,Dairy,0,152
2024-12-02,Hawalli,Salmiya,Dairy,0,152
2024-12-09,Hawalli,Salmiya,Dairy,0,134
2024-12-16,Hawalli,Salmiya,Dairy,1,170
2024-12-23,Hawalli,Salmiya,Dairy,0,168
2024-12-30,Hawalli,Salmiya,Dairy,0,191
2025-01-06,Hawalli,Salmiya,Dairy,1,200
2025-01-13,Hawalli,Salmiya,Dairy,0,195
2025-01-20,Hawalli,Salmiya,Dairy,0,153
2025-01-27,Hawalli,Salmiya,Dairy,1,258
2025-02-03,Hawalli,Salmiya,Dairy,0,168
2025-02-10,Hawalli,Salmiya,Dairy,0,186
2025-02-17,Hawalli,Salmiya,Dairy,0,181
2025-02-24,Hawalli,Salmiya,Dairy,1,254
2025-03-03,Hawalli,Salmiya,Dairy,0,213
2025-03-10,Hawalli,Salmiya,Dairy,0,243
2025-03-17,Hawalli,Salmiya,Dairy,0,308
2025-03-24,Hawalli,Salmiya,Dairy,0,314
2025-03-31,Hawalli,Salmiya,Dairy,0,263
2025-04-07,Hawalli,Salmiya,Dairy,0,180
2025-04-14,Hawalli,Salmiya,Dairy,1,282
2025-04-21,Hawalli,Salmiya,Dairy,0,192
2025-04-28,Hawalli,Salmiya,Dairy,0,173
2025-05-05,Hawalli,Salmiya,Dairy,0,188
2025-05-12,Hawalli,Salmiya,Dairy,0,152
2025-05-19,Hawalli,Salmiya,Dairy,1,220
2025-05-26,Hawalli,Salmiya,Dairy,0,197
2025-06-02,Hawalli,Salmiya,Dairy,1,204
2025-06-09,Hawalli,Salmiya,Dairy,0,165
2025-06-16,Hawalli,Salmiya,Dairy,0,178
2025-06-23,Hawalli,Salmiya,Dairy,0,164
2025-06-30,Hawalli,Salmiya,Dairy,0,156
2025-07-07,Hawalli,Salmiya,Dairy,0,152
2025-07-14,Hawalli,Salmiya,Dairy,0,186
2025-07-21,Hawalli,Salmiya,Dairy,0,156
2025-07-28,Hawalli,Salmiya,Dairy,0,147
2025-08-04,Hawalli,Salmiya,Dairy,0,152
2025-08-11,Hawalli,Salmiya,Dairy,0,154
2025-08-18,Hawalli,Salmiya,Dairy,1,202
2025-08-25,Hawalli,Salmiya,Dairy,0,132
2025-09-01,Hawalli,Salmiya,Dairy,0,139
2025-09-08,Hawalli,Salmiya,Dairy,1,160
2025-09-15,Hawalli,Salmiya,Dairy,0,109
2025-09-22,Hawalli,Salmiya,Dairy,0,128
2025-09-29,Hawalli,Salmiya,Dairy,1,178
2025-10-06,Hawalli,Salmiya,Dairy,0,141
2025-10-13,Hawalli,Salmiya,Dairy,0,127
2025-10-20,Hawalli,Salmiya,Dairy,0,122
2025-10-27,Hawalli,Salmiya,Dairy,0,127
2025-11-03,Hawalli,Salmiya,Dairy,1,201
2025-11-10,Hawalli,Salmiya,Dairy,0,165
2025-11-17,Hawalli,Salmiya,Dairy,0,133
2025-11-24,Hawalli,Salmiya,Dairy,0,156
2025-12-01,Hawalli,Salmiya,Dairy,0,156
2025-12-08,Hawalli,Salmiya,Dairy,0,173
2025-12-15,Hawalli,Salmiya,Dairy,0,173
2025-12-22,Hawalli,Salmiya,Dairy,0,174
2024-01-01,Hawalli,Salmiya,Bakery,0,116
2024-01-08,Hawalli,Salmiya,Bakery,1,165
2024-01-15,Hawalli,Salmiya,Bakery,0,97
2024-01-22,Hawalli,Salmiya,Bakery,0,126
2024-01-29,Hawalli,Salmiya,Bakery,0,116
2024-02-05,Hawalli,Salmiya,Bakery,1,153
2024-02-12,Hawalli,Salmiya,Bakery,0,116
2024-02-19,Hawalli,Salmiya,Bakery,0,151
2024-02-26,Hawalli,Salmiya,Bakery,0,139
2024-03-04,Hawalli,Salmiya,Bakery,0,134
2024-03-11,Hawalli,Salmiya,Bakery,0,222
2024-03-18,Hawalli,Salmiya,Bakery,0,203
2024-03-25,Hawalli,Salmiya,Bakery,0,176
2024-04-01,Hawalli,Salmiya,Bakery,0,190
2024-04-08,Hawalli,Salmiya,Bakery,0,141
2024-04-15,Hawalli,Salmiya,Bakery,1,167
2024-04-22,Hawalli,Salmiya,Bakery,0,151
2024-04-29,Hawalli,Salmiya,Bakery,0,144
2024-05-06,Hawalli,Salmiya,Bakery,0,125
2024-05-13,Hawalli,Salmiya,Bakery,0,127
2024-05-20,Hawalli,Salmiya,Bakery,0,127
2024-05-27,Hawalli,Salmiya,Bakery,0,138
2024-06-03,Hawalli,Salmiya,Bakery,0,122
2024-06-10,Hawalli,Salmiya,Bakery,0,125
2024-06-17,Hawalli,Salmiya,Bakery,0,113
2024-06-24,Hawalli,Salmiya,Bakery,1,143
2024-07-01,Hawalli,Salmiya,Bakery,0,107
2024-07-08,Hawalli,Salmiya,Bakery,0,123
2024-07-15,Hawalli,Salmiya,Bakery,1,139
2024-07-22,Hawalli,Salmiya,Bakery,0,108
2024-07-29,Hawalli,Salmiya,Bakery,0,105
2024-08-05,Hawalli,Salmiya,Bakery,0,112
2024-08-12,Hawalli,Salmiya,Bakery,0,116
2024-08-19,Hawalli,Salmiya,Bakery,0,102
2024-08-26,Hawalli,Salmiya,Bakery,0,109
2024-09-02,Hawalli,Salmiya,Bakery,1,120
2024-09-09,Hawalli,Salmiya,Bakery,1,132
2024-09-16,Hawalli,Salmiya,Bakery,0,88
2024-09-23,Hawalli,Salmiya,Bakery,0,92
2024-09-30,Hawalli,Salmiya,Bakery,0,88
2024-10-07,Hawalli,Salmiya,Bakery,0,88
2024-10-14,Hawalli,Salmiya,Bakery,0,96
2024-10-21,Hawalli,Salmiya,Bakery,0,77
2024-10-28,Hawalli,Salmiya,Bakery,0,91
2024-11-04,Hawalli,Salmiya,Bakery,0,88
2024-11-11,Hawalli,Salmiya,Bakery,1,116
2024-11-18,Hawalli,Salmiya,Bakery,1,132
2024-11-25,Hawalli,Salmiya,Bakery,0,107
2024-12-02,Hawalli,Salmiya,Bakery,0,91
2024-12-09,Hawalli,Salmiya,Bakery,0,112
2024-12-16,Hawalli,Salmiya,Bakery,0,122
2024-12-23,Hawalli,Salmiya,Bakery,0,104
2024-12-30,Hawalli,Salmiya,Bakery,1,176
2025-01-06,Hawalli,Salmiya,Bakery,0,114
2025-01-13,Hawalli,Salmiya,Bakery,0,119
2025-01-20,Hawalli,Salmiya,Bakery,0,111
2025-01-27,Hawalli,Salmiya,Bakery,0,117
2025-02-03,Hawalli,Salmiya,Bakery,1,190
2025-02-10,Hawalli,Salmiya,Bakery,0,137
2025-02-17,Hawalli,Salmiya,Bakery,0,151
2025-02-24,Hawalli,Salmiya,Bakery,0,143
2025-03-03,Hawalli,Salmiya,Bakery,0,167
2025-03-10,Hawalli,Salmiya,Bakery,0,191
2025-03-17,Hawalli,Salmiya,Bakery,0,228
2025-03-24,Hawalli,Salmiya,Bakery,1,326
2025-03-31,Hawalli,Salmiya,Bakery,0,205
2025-04-07,Hawalli,Salmiya,Bakery,1,171
2025-04-14,Hawalli,Salmiya,Bakery,0,151
2025-04-21,Hawalli,Salmiya,Bakery,1,194
2025-04-28,Hawalli,Salmiya,Bakery,0,138
2025-05-05,Hawalli,Salmiya,Bakery,0,129
2025-05-12,Hawalli,Salmiya,Bakery,0,139
2025-05-19,Hawalli,Salmiya,Bakery,0,140
2025-05-26,Hawalli,Salmiya,Bakery,0,149
2025-06-02,Hawalli,Salmiya,Bakery,0,131
2025-06-09,Hawalli,Salmiya,Bakery,0,125
2025-06-16,Hawalli,Salmiya,Bakery,0,112
2025-06-23,Hawalli,Salmiya,Bakery,1,177
2025-06-30,Hawalli,Salmiya,Bakery,0,128
2025-07-07,Hawalli,Salmiya,Bakery,1,177
2025-07-14,Hawalli,Salmiya,Bakery,0,121
2025-07-21,Hawalli,Salmiya,Bakery,0,105
2025-07-28,Hawalli,Salmiya,Bakery,0,131
2025-08-04,Hawalli,Salmiya,Bakery,0,123
2025-08-11,Hawalli,Salmiya,Bakery,1,138
2025-08-18,Hawalli,Salmiya,Bakery,0,110
2025-08-25,Hawalli,Salmiya,Bakery,0,113
2025-09-01,Hawalli,Salmiya,Bakery,0,92
2025-09-08,Hawalli,Salmiya,Bakery,1,136
2025-09-15,Hawalli,Salmiya,Bakery,0,79
2025-09-22,Hawalli,Salmiya,Bakery,1,132
2025-09-29,Hawalli,Salmiya,Bakery,0,119
2025-10-06,Hawalli,Salmiya,Bakery,0,94
2025-10-13,Hawalli,Salmiya,Bakery,0,92
2025-10-20,Hawalli,Salmiya,Bakery,0,106
2025-10-27,Hawalli,Salmiya,Bakery,0,100
2025-11-03,Hawalli,Salmiya,Bakery,0,114
2025-11-10,Hawalli,Salmiya,Bakery,0,113
2025-11-17,Hawalli,Salmiya,Bakery,0,125
2025-11-24,Hawalli,Salmiya,Bakery,0,133
2025-12-01,Hawalli,Salmiya,Bakery,0,114
2025-12-08,Hawalli,Salmiya,Bakery,0,117
2025-12-15,Hawalli,Salmiya,Bakery,1,182
2025-12-22,Hawalli,Salmiya,Bakery,0,128
2024-01-01,Hawalli,Salmiya,Beverages,0,166
2024-01-08,Hawalli,Salmiya,Beverages,0,184
2024-01-15,Hawalli,Salmiya,Beverages,0,190
2024-01-22,Hawalli,Salmiya,Beverages,0,182
2024-01-29,Hawalli,Salmiya,Beverages,1,225
2024-02-05,Hawalli,Salmiya,Beverages,0,178
2024-02-12,Hawalli,Salmiya,Beverages,0,218
2024-02-19,Hawalli,Salmiya,Beverages,0,189
2024-02-26,Hawalli,Salmiya,Beverages,0,247
2024-03-04,Hawalli,Salmiya,Beverages,0,211
2024-03-11,Hawalli,Salmiya,Beverages,0,328
2024-03-18,Hawalli,Salmiya,Beverages,1,396
2024-03-25,Hawalli,Salmiya,Beverages,0,286
2024-04-01,Hawalli,Salmiya,Beverages,0,347
2024-04-08,Hawalli,Salmiya,Beverages,1,271
2024-04-15,Hawalli,Salmiya,Beverages,0,221
2024-04-22,Hawalli,Salmiya,Beverages,0,260
2024-04-29,Hawalli,Salmiya,Beverages,1,286
2024-05-06,Hawalli,Salmiya,Beverages,0,250
2024-05-13,Hawalli,Salmiya,Beverages,0,236
2024-05-20,Hawalli,Salmiya,Beverages,0,207
2024-05-27,Hawalli,Salmiya,Beverages,0,210
2024-06-03,Hawalli,Salmiya,Beverages,0,186
2024-06-10,Hawalli,Salmiya,Beverages,0,224
2024-06-17,Hawalli,Salmiya,Beverages,0,218
2024-06-24,Hawalli,Salmiya,Beverages,0,191
2024-07-01,Hawalli,Salmiya,Beverages,0,184
2024-07-08,Hawalli,Salmiya,Beverages,0,196
2024-07-15,Hawalli,Salmiya,Beverages,0,195
2024-07-22,Hawalli,Salmiya,Beverages,1,211
2024-07-29,Hawalli,Salmiya,Beverages,0,174
2024-08-05,Hawalli,Salmiya,Beverages,0,178
2024-08-12,Hawalli,Salmiya,Beverages,0,157
2024-08-19,Hawalli,Salmiya,Beverages,0,169
2024-08-26,Hawalli,Salmiya,Beverages,0,157
2024-09-02,Hawalli,Salmiya,Beverages,0,169
2024-09-09,Hawalli,Salmiya,Beverages,1,189
2024-09-16,Hawalli,Salmiya,Beverages,0,148
2024-09-23,Hawalli,Salmiya,Beverages,0,159
2024-09-30,Hawalli,Salmiya,Beverages,0,137
2024-10-07,Hawalli,Salmiya,Beverages,0,139
2024-10-14,Hawalli,Salmiya,Beverages,1,219
2024-10-21,Hawalli,Salmiya,Beverages,0,141
2024-10-28,Hawalli,Salmiya,Beverages,0,150
2024-11-04,Hawalli,Salmiya,Beverages,0,176
2024-11-11,Hawalli,Salmiya,Beverages,0,170
